"id","obj_vesion","date_created","message_type","template","notification_type","language"
"728","0","2011-04-25T00:00:00.0","TEXT","Baby is now ready for other foods along with breastmilk.Baby needs practice swallowing&feeding will take time&patience.Forcing or rushing baby leads to chocking&vomiting.Koko/porridge alone is not enough to make baby grow strong.Make koko rich by adding powdered fish or beans.Also add teaspoon of palm oil or groundnut paste.Make sure you boil food very well to kill germs that make baby sick.Feed 2times a day along with breastfeeding as much as baby wants. ","244","1"
"729","0","2011-04-25T00:00:00.0","TEXT","Baby can sleep thru the night now but wake for feeds.To help baby settle&sleep,make bedtime@7pm-830or else baby gets too tired&fights sleep.All babies need to nap in the day to grow well.Help baby know when bedtime is by doing same things each day before bed.It teaches baby it is time for bed&he will soon be ready to sleep@that time.Sing a soft song&give a good nite kiss.Make sure baby sleeps under insecticide treated mosquito net to prevent malaria.","245","1"
"730","0","2011-04-25T00:00:00.0","TEXT","Trust what U think about when to take baby to clinic.Warning signs are: signs of dehydration,including dry mouth,lack of tears,sunken fontanelle,(soft spot on top of head)&less than 6 wet nappies a day.A fever.Can not or does not want to eat.Vomiting with force.Rash that doesn’t fade when skin is pressed.Sleeping alot.Crying alot.Trouble breathing.Swollen belly.Be sure baby is immunized to protect from sickness.Keep breastfeeding to keep baby healthy.","246","1"
"731","0","2011-04-25T00:00:00.0","TEXT","Baby needs protein(meat,fish,eggs or beans)vegetables(ayoyo,aleefu,agushie)&fruit in 3 meals a day.Add more kinds of foods,mashed chicken,guinea foul,eggs,liver&fruits(dawadawa,orange,pawpaw).Now baby wants to feed himself.Allow it.Give foods easy to pick up like sliced mango.Continue to breastfeed between meals&night.Don't give honey or tea.Honey has germs that can make baby sick.Tea prevents babys' body from making use of iron in food causing low blood.","247","1"
"732","0","2011-04-25T00:00:00.0","TEXT","Baby now starts to test U by not following easy instructions.She's not naughty,just curious.It is not good to beat baby,best to say""no""&give something safe to play with like a toy baby.?Baby learns from things they see&touch.They pick&touch everything.Keep baby safe by making sure someone is always watching.Keep sharp things like cutlass,used razor blade,pieces of mirror away from baby.Don't let her play in cooking areas or near lanterns,to prevent burns.","248","1"
"733","0","2011-04-25T00:00:00.0","TEXT","It is best to breastfeed until baby is 2yrs old.If U do not eat well it is hard.U may feel tired&fall sick easy.While breastfeeding be sure U eat protein(meat,chicken,beans,or fish)vegetables(aleefu, agushi)&fruit.Breastfeeding@night&between meals keeps baby healthy.Know U can get pregnant even if your period has not started back.Talk to doctor&use family planning so U don't get pregnant too soon.U need 2b strong again before a next baby. ","249","1"
"734","0","2011-04-25T00:00:00.0","TEXT","Although baby is getting teeth,don't stop breastfeeding.Baby needs breastmilk for the first full year of life.As teeth come baby may bite to ease paining gums.Baby doesn't mean to hurt U&isn't cursed.If baby bites try to stay calm.Don't beat baby.But stop feeding him,look him in the eye&say no!Baby won't like being taken from the breast when feeding,so this works.If U need help with biting ask at PNC.Breastmilk is important for baby so keep at it.","250","1"
"735","0","2011-04-25T00:00:00.0","TEXT","Not eating doesn't mean baby is not hungry.Baby may not like the food.Try2add different things to change taste or change thickness of food.Never rush feeding.Baby can choke.Baby may refuse food if not well.If not well,breastfeed a lot til baby is better.When better add 1 extra meal a day for 2 wks 4 baby to gain strength.Baby needs3meals a day.1soup ladle of food&1stew ladle of stew w/fish,meat or beans.2tablespoon of fruit/vegetable&breastfeed day&night.","251","1"
"736","0","2011-04-25T00:00:00.0","TEXT","At 8 mos,baby should sit well&may crawl.Some pull themselves up,grabbing any chair or table&stand.If baby does not walk yet don't worry.From standing baby may cry to sit back down.Don't rush to pick her.Show her how to bend knees so she can sit softly.Let baby move about free so she can learn.Make sure area baby plays is clear of fire,sharp things& things that can be picked&put in her mouth.Be sure baby is always watched&stays safe.","252","1"
"737","0","2011-04-25T00:00:00.0","TEXT","Now that baby eats3meals a day,U may feel like U can stop breastfeeding.Baby needs food besides breastmilk,but breastmilk is still very important.Baby needs alot of energy to grow&can't get enough from food alone.Breastmilk has vitamins&nutrients that keep baby growing well&protects against disease.Breastfeed baby til 2 yrs.Give breast B4 other foods to be sure baby gets plenty milk each day,but breastmilk doesn't take the place of a meal of food","253","1"
"738","0","2011-04-25T00:00:00.0","TEXT","This week immunize baby against measles&yellow fever.Measles is a child killer,spreads fast&causes bad diarrhoea.Signs of measles are fever,rash lasting more than 3 days,with a cough,runny nose or red eyes.If any of your children have these symptoms go straight to CHPS.Immunizations are free.Yellow fever is spread by mosquitos&signs of yellow fever are the same as malaria(fever,red eyes,vomiting&not eating)Immunize on time, before baby gets sick. ","254","1"
"739","0","2011-04-25T00:00:00.0","TEXT","Baby may have teeth now&likes chewing.Baby also likes using fingers to feed themselves.Snack(something small between meals)is time to let baby feed themselves.Toffee&biscuits are not good snacks.Pawpaw,mango,buttered bread or bofrot is a good snack.Baby needs food3X a day&1snack.Each meal should be 1 soup ladle staple(yam,banku,TZ) 1stew ladle stew with mashed fish,meat or beans.Each meal 2 tablespoon fruit or vegetables.Continue breastfeeding between meals.","255","1"
"740","0","2011-04-25T00:00:00.0","TEXT","Baby may move around on feet while holding on to a table.If not yet,soon.Baby can remember small&understand some of what you say.Baby is starting to understand word “no” but may not obey.She's not being naughty,only learning.Baby learns by watching&listening to everything.Talking,counting&singing to baby help her to learn.Baby now likes to put things in a bucket&take them back out again.Keep her busy by giving an empty bucket&some spoons to play with.","256","1"
"741","0","2011-04-25T00:00:00.0","TEXT","Malaria is dangerous for baby&if not treated right away can cause death.For protection,baby must sleep under an insecticide treated mosquito net.Fold clothes away so mosquitos can't hide.Burn neem leaves or orange peels to help keep mosquitos away.Evening&early morn be sure baby is covered including feet&legs with light colored clothes.If baby has fever,is limp or weak,or does not want to eat,go to clinic straight.Give baby full course of medicine.","257","1"
"742","0","2011-04-25T00:00:00.0","TEXT","Now baby should be able to pick small bits of food&feed themself.Allow baby to feed himself,but be careful what food is put in mouth.Toffees&sweet biscuits aren't good for baby.Fruit,bread or koose is better.Somethings are the right size to chock them,like whole groundnuts or tiger nuts.Baby likes to eat with hands,wash them well with soap or ash&water.This prevents diarrhoea&worms.Feed baby from clean bowls&cups.Heat food well B4 serving&feed fresh food.","258","1"
"743","0","2011-04-25T00:00:00.0","TEXT","Baby may now walk&it's time to watch baby well so she doesn't get hurt.Parent's job is to be patient as baby learns to walk.Pick her up when she falls&when she falls it's best not to laugh or shout on the child.It can make her loose heart&stop trying.Help her to continue to try&learn.?Baby walkers can delay walking.They can prevent baby's upper leg muscles from growing well.Baby walkers are not very safe.Baby can reach more things&walkers easily dump over.","259","1"
"744","0","2011-04-25T00:00:00.0","TEXT","When babies get cough,cold or catarrh it can be serious.If not treated it can turn to pneumonia which can be deadly for baby.If baby has fever,cough,stuffed nose take him to the clinic.Baby should not take more than 50 breaths in 1 minute.If baby breathes faster or if the lower part of baby's chest sucks in as he breathes it is serious&baby needs to see the doctor.Prevent pneumonia&coughs by keeping baby away from tobacco&cooking fire smoke","260","1"
"745","0","2011-04-25T00:00:00.0","TEXT","Discipline means teaching,not punishing.Remember your child is still a baby.Babies play because it is fun,but play is also how they learn&grow.Babies don't yet know right from wrong&are not trying to be naughty.They learn by doing things to see what happens&how U react to them.Babies learn by copying what they see,so set good examples.Be patient&try to give baby something else to do when they are doing something U don't like.","261","1"
"746","0","2011-04-25T00:00:00.0","TEXT","Baby now eats more food&should eat 3Xa day&a between meal snack.Breastfeed when baby wants.Baby can eat yam,plantain,rice,TZ,ayoyo,alefu,spinach,cassava leaves,bito berise-kenef,pumpkin,beans,baobab,garden eggs&vegetables like okro&tomatoes.Toffees&minerals have too much sugar&can give diahorrea.1-2 X a day add mashed beans,fish,egg or meat to stew,to be sure baby keeps growing strong.Add 1 tablespoon of oil to food to help baby get the best from the food.","262","1"
"747","0","2011-04-25T00:00:00.0","TEXT","Baby should now be able to do some of these things:Say""dada""&""mama"" to correct parent,Play clapping game,Stand alone for few seconds,put things into a container&understand simple instructions.As long as baby is learning new things all the time,encourage&praise her.For all children,boys or girls,playing,singing&talking to them helps them learn to think.Dont be afraid to take baby to clinic if U are worried about how baby is growing.  ","263","1"
"748","0","2011-04-25T00:00:00.0","TEXT","At one year your baby needs to go to the clinic, even if healthy.Time at clinic gives U a chance to be sure everything is well&baby is growing fine.It's a time to ask questions about baby,what to feed him,or anything else.It's also time to be sure all babys immunizations are complete.Doctor may give some vitamins to help keep baby growing well.Ask about family planning.Each child has a better start at life,if there is more time between pregnancies.","264","1"
"749","0","2011-04-25T00:00:00.0","TEXT","When eating more family food,babys faeces change.With different foods,stools come thicker,darker&more smelly!Diarrhoea is runny stools,or an increase in how much&how many times.Breastfed baby suffers less from diarrhoea.Baby can also suffer constipation,when baby pushs hard trying to pass stools or doesnt go for more than 2 days.To prevent constipation&diarrhoea,breastfeed between meals&be sure baby finishes feed from1 breast before offering other.","265","1"
"750","0","2011-04-25T00:00:00.0","TEXT","In 1 yr baby has grown&learned alot.Baby's health now depends much on food we give.Boys& girls need the same food which is 3 or more meals a day&a snack.Baby eats what family eats&still needs foods chopped&bones removed.Baby should eat at least 1 soup ladle of staple(yam,rice,TZ) &1 stew ladle of stew/thick soup.Add1 tbsp of meat,fish, or beans each meal.Serve hot,from bowls&spoons that are well washed.Breastmilk is still very important for baby til 2 yrs. ","266","1"
"751","0","2011-04-25T00:00:00.0","TEXT","Baby likes banging&can now grab 2 things&bang them together.Baby picks small things off ground like groundnuts&may be crawling or even walking.It is important to keep baby safe.Be sure where baby plays is free from cutlasses,razor blades,bottle stoppers&the like.Never put down near cooking fires or hot pans.Safe toys are soft,can't break easily&have no small or sharp parts.A wooden spoon,a plastic bowl,cups or a big ball can be fun&safe.","267","1"
"752","0","2011-04-25T00:00:00.0","TEXT","Baby should now copy others activities,make word-like sounds,tell U wants with gestures,say1word,outside mama&dada,take a few steps,understand&respond to simple instructions&scribble with pencil.Baby may even walk well&say 2 words other than mama or baba.This month baby must go to clinic for a check.Talk to doctor if U think baby is slow.Slow to walk or talk doesn't mean baby is stupid or useless.Keep playing,singing&talking to them.They will soon catch up.","268","1"
"753","0","2011-04-25T00:00:00.0","TEXT","Malaria is dangerous for babies&if not treated right away can cause death.Do everything possible to protect from mosquito bites.Baby must sleep under insecticide treated mosquito net.In eve&early morn cover baby well includ. feet&legs with light colored clothing.If baby has fever,is limp,weak,or doesn't eat,take them to clinic straight.Traditional medicine is not good for babies.Understand how to give medicines doctor gives&give the full course.","269","1"
"754","0","2011-04-25T00:00:00.0","TEXT","Baby should explore alot now&it is important to let baby try things to see what happens.Be patient.It is interesting for baby to do the same thing over&over again.Keep playing&talking to baby.It encourages learning,making baby bright.If he has crossed eyes,seems to not see well,or has trouble moving eyes in all directions,tell the doctor at clinic.Many problems with eyes can be solved if treated early.","270","1"
"755","0","2011-04-25T00:00:00.0","TEXT","This is last message for first year of life.We hope messages have been helpful&U now feel better prepared for a next baby.We hope U can tell what U learned to other new mothers.All children are a blessing&deserve a chance to be the best that they can.By loving them,feeding them well&keeping them safe from diseases&other dangers U have done a great job.Keep up the good work & U never know, they could become the next president of Ghana. ","271","1"
"756","0","2011-04-25T00:00:00.0","TEXT","Germs cause disease&infection for baby.The best way to keep germs from causing a problem for baby is by washing your hands. Wash with soap or ash&water rubbing them well. Always wash hands before holding or feeding baby, after changing nappies&after toileting,before cooking or eating&after touching uncooked meat,chicken or fish.Don't be afraid to tell others to wash their hands before holding or touching your new baby.It will go far in keeping baby healthy","272","1"
"757","0","2011-04-25T00:00:00.0","TEXT","Germs cause disease&infection for baby.The best way to keep germs from causing a problem for baby is by washing your hands. Wash with soap or ash&water rubbing them well. Always wash hands before holding or feeding baby, after changing nappies&after toileting,before cooking or eating&after touching uncooked meat,chicken or fish.Don't be afraid to tell others to wash their hands before holding or touching your new baby.It will go far in keeping baby healthy","272","2"
"758","0","2011-04-25T00:00:00.0","TEXT","Germs cause disease&infection for baby.The best way to keep germs from causing a problem for baby is by washing your hands. Wash with soap or ash&water rubbing them well. Always wash hands before holding or feeding baby, after changing nappies&after toileting,before cooking or eating&after touching uncooked meat,chicken or fish.Don't be afraid to tell others to wash their hands before holding or touching your new baby.It will go far in keeping baby healthy","272","3"
"759","0","2011-04-25T00:00:00.0","TEXT","Germs cause disease&infection for baby.The best way to keep germs from causing a problem for baby is by washing your hands. Wash with soap or ash&water rubbing them well. Always wash hands before holding or feeding baby, after changing nappies&after toileting,before cooking or eating&after touching uncooked meat,chicken or fish.Don't be afraid to tell others to wash their hands before holding or touching your new baby.It will go far in keeping baby healthy","273","1"
"760","0","2011-04-25T00:00:00.0","TEXT","Germs cause disease&infection for baby.The best way to keep germs from causing a problem for baby is by washing your hands. Wash with soap or ash&water rubbing them well. Always wash hands before holding or feeding baby, after changing nappies&after toileting,before cooking or eating&after touching uncooked meat,chicken or fish.Don't be afraid to tell others to wash their hands before holding or touching your new baby.It will go far in keeping baby healthy","273","2"
"761","0","2011-04-25T00:00:00.0","TEXT","Germs cause disease&infection for baby.The best way to keep germs from causing a problem for baby is by washing your hands. Wash with soap or ash&water rubbing them well. Always wash hands before holding or feeding baby, after changing nappies&after toileting,before cooking or eating&after touching uncooked meat,chicken or fish.Don't be afraid to tell others to wash their hands before holding or touching your new baby.It will go far in keeping baby healthy","273","3"
"762","0","2011-04-25T00:00:00.0","TEXT","Germs cause disease&infection for baby.The best way to keep germs from causing a problem for baby is by washing your hands. Wash with soap or ash&water rubbing them well. Always wash hands before holding or feeding baby, after changing nappies&after toileting,before cooking or eating&after touching uncooked meat,chicken or fish.Don't be afraid to tell others to wash their hands before holding or touching your new baby.It will go far in keeping baby healthy","274","1"
"763","0","2011-04-25T00:00:00.0","TEXT","Germs cause disease&infection for baby.The best way to keep germs from causing a problem for baby is by washing your hands. Wash with soap or ash&water rubbing them well. Always wash hands before holding or feeding baby, after changing nappies&after toileting,before cooking or eating&after touching uncooked meat,chicken or fish.Don't be afraid to tell others to wash their hands before holding or touching your new baby.It will go far in keeping baby healthy","274","2"
"764","0","2011-04-25T00:00:00.0","TEXT","Germs cause disease&infection for baby.The best way to keep germs from causing a problem for baby is by washing your hands. Wash with soap or ash&water rubbing them well. Always wash hands before holding or feeding baby, after changing nappies&after toileting,before cooking or eating&after touching uncooked meat,chicken or fish.Don't be afraid to tell others to wash their hands before holding or touching your new baby.It will go far in keeping baby healthy","274","3"
"765","0","2011-04-25T00:00:00.0","TEXT","Immunization protects baby from certain diseases.It is usually given by injection.Immunization tells the body to make antibodies, like soldiers to fight off disease.This week baby needs immunization against 5 of the childhood killer diseases.Go to CHPS for the injection.Even an immunized baby can still fall sick from other problems. Take baby to clinic if baby has fever,is breathing very hard or fast,not sucking at the breast,is limp,weak,or coughing.","275","1"
"766","0","2011-04-25T00:00:00.0","TEXT","Immunization protects baby from certain diseases.It is usually given by injection.Immunization tells the body to make antibodies, like soldiers to fight off disease.This week baby needs immunization against 5 of the childhood killer diseases.Go to CHPS for the injection.Even an immunized baby can still fall sick from other problems. Take baby to clinic if baby has fever,is breathing very hard or fast,not sucking at the breast,is limp,weak,or coughing.","275","2"
"767","0","2011-04-25T00:00:00.0","TEXT","Immunization protects baby from certain diseases.It is usually given by injection.Immunization tells the body to make antibodies, like soldiers to fight off disease.This week baby needs immunization against 5 of the childhood killer diseases.Go to CHPS for the injection.Even an immunized baby can still fall sick from other problems. Take baby to clinic if baby has fever,is breathing very hard or fast,not sucking at the breast,is limp,weak,or coughing.","275","3"
"768","0","2011-04-25T00:00:00.0","TEXT","Immunization protects baby from certain diseases.It is usually given by injection.Immunization tells the body to make antibodies, like soldiers to fight off disease.This week baby needs immunization against 5 of the childhood killer diseases.Go to CHPS for the injection.Even an immunized baby can still fall sick from other problems. Take baby to clinic if baby has fever,is breathing very hard or fast,not sucking at the breast,is limp,weak,or coughing.","276","1"
"769","0","2011-04-25T00:00:00.0","TEXT","Immunization protects baby from certain diseases.It is usually given by injection.Immunization tells the body to make antibodies, like soldiers to fight off disease.This week baby needs immunization against 5 of the childhood killer diseases.Go to CHPS for the injection.Even an immunized baby can still fall sick from other problems. Take baby to clinic if baby has fever,is breathing very hard or fast,not sucking at the breast,is limp,weak,or coughing.","276","2"
"770","0","2011-04-25T00:00:00.0","TEXT","Immunization protects baby from certain diseases.It is usually given by injection.Immunization tells the body to make antibodies, like soldiers to fight off disease.This week baby needs immunization against 5 of the childhood killer diseases.Go to CHPS for the injection.Even an immunized baby can still fall sick from other problems. Take baby to clinic if baby has fever,is breathing very hard or fast,not sucking at the breast,is limp,weak,or coughing.","276","3"
"771","0","2011-04-25T00:00:00.0","TEXT","Immunization protects baby from certain diseases.It is usually given by injection.Immunization tells the body to make antibodies, like soldiers to fight off disease.This week baby needs immunization against 5 of the childhood killer diseases.Go to CHPS for the injection.Even an immunized baby can still fall sick from other problems. Take baby to clinic if baby has fever,is breathing very hard or fast,not sucking at the breast,is limp,weak,or coughing.","277","1"
"772","0","2011-04-25T00:00:00.0","TEXT","Immunization protects baby from certain diseases.It is usually given by injection.Immunization tells the body to make antibodies, like soldiers to fight off disease.This week baby needs immunization against 5 of the childhood killer diseases.Go to CHPS for the injection.Even an immunized baby can still fall sick from other problems. Take baby to clinic if baby has fever,is breathing very hard or fast,not sucking at the breast,is limp,weak,or coughing.","277","2"
"773","0","2011-04-25T00:00:00.0","TEXT","Immunization protects baby from certain diseases.It is usually given by injection.Immunization tells the body to make antibodies, like soldiers to fight off disease.This week baby needs immunization against 5 of the childhood killer diseases.Go to CHPS for the injection.Even an immunized baby can still fall sick from other problems. Take baby to clinic if baby has fever,is breathing very hard or fast,not sucking at the breast,is limp,weak,or coughing.","277","3"
"774","0","2011-04-25T00:00:00.0","TEXT","U need to go to PNC to be sure U are fine after giving birth.At clinic it is important to talk with doctor about family planning.Getting pregnant again too quick is dangerous for your health.Breastfeeding may keep your period away for some time,but U will be fertile before you see your period return and U can get pregnant.Use a family planning method that is good for U to give your body time to recover&to be strong enough to carry a next pregnancy.","278","1"
"775","0","2011-04-25T00:00:00.0","TEXT","U need to go to PNC to be sure U are fine after giving birth.At clinic it is important to talk with doctor about family planning.Getting pregnant again too quick is dangerous for your health.Breastfeeding may keep your period away for some time,but U will be fertile before you see your period return and U can get pregnant.Use a family planning method that is good for U to give your body time to recover&to be strong enough to carry a next pregnancy.","278","2"
"776","0","2011-04-25T00:00:00.0","TEXT","U need to go to PNC to be sure U are fine after giving birth.At clinic it is important to talk with doctor about family planning.Getting pregnant again too quick is dangerous for your health.Breastfeeding may keep your period away for some time,but U will be fertile before you see your period return and U can get pregnant.Use a family planning method that is good for U to give your body time to recover&to be strong enough to carry a next pregnancy.","278","3"
"777","0","2011-04-25T00:00:00.0","TEXT","U need to go to PNC to be sure U are fine after giving birth.At clinic it is important to talk with doctor about family planning.Getting pregnant again too quick is dangerous for your health.Breastfeeding may keep your period away for some time,but U will be fertile before you see your period return and U can get pregnant.Use a family planning method that is good for U to give your body time to recover&to be strong enough to carry a next pregnancy.","279","1"
"778","0","2011-04-25T00:00:00.0","TEXT","U need to go to PNC to be sure U are fine after giving birth.At clinic it is important to talk with doctor about family planning.Getting pregnant again too quick is dangerous for your health.Breastfeeding may keep your period away for some time,but U will be fertile before you see your period return and U can get pregnant.Use a family planning method that is good for U to give your body time to recover&to be strong enough to carry a next pregnancy.","279","2"
"779","0","2011-04-25T00:00:00.0","TEXT","U need to go to PNC to be sure U are fine after giving birth.At clinic it is important to talk with doctor about family planning.Getting pregnant again too quick is dangerous for your health.Breastfeeding may keep your period away for some time,but U will be fertile before you see your period return and U can get pregnant.Use a family planning method that is good for U to give your body time to recover&to be strong enough to carry a next pregnancy.","279","3"
"780","0","2011-04-25T00:00:00.0","TEXT","U need to go to PNC to be sure U are fine after giving birth.At clinic it is important to talk with doctor about family planning.Getting pregnant again too quick is dangerous for your health.Breastfeeding may keep your period away for some time,but U will be fertile before you see your period return and U can get pregnant.Use a family planning method that is good for U to give your body time to recover&to be strong enough to carry a next pregnancy.","280","1"
